,year,state,month,number,date,risc
3527,1998,Paraiba,Outubro,179.0,1998-01-01,low
3528,1999,Paraiba,Outubro,48.0,1999-01-01,low
3529,2000,Paraiba,Outubro,125.0,2000-01-01,low
3530,2001,Paraiba,Outubro,279.0,2001-01-01,low
3531,2002,Paraiba,Outubro,193.0,2002-01-01,low
3532,2003,Paraiba,Outubro,381.0,2003-01-01,low
3533,2004,Paraiba,Outubro,190.0,2004-01-01,low
3534,2005,Paraiba,Outubro,155.0,2005-01-01,low
3535,2006,Paraiba,Outubro,135.0,2006-01-01,low
3536,2007,Paraiba,Outubro,111.0,2007-01-01,low
3537,2008,Paraiba,Outubro,80.0,2008-01-01,low
3538,2009,Paraiba,Outubro,117.0,2009-01-01,low
3539,2010,Paraiba,Outubro,150.0,2010-01-01,low
3540,2011,Paraiba,Outubro,200.0,2011-01-01,low
3541,2012,Paraiba,Outubro,136.0,2012-01-01,low
3542,2013,Paraiba,Outubro,58.0,2013-01-01,low
3543,2014,Paraiba,Outubro,70.0,2014-01-01,low
3544,2015,Paraiba,Outubro,121.0,2015-01-01,low
3545,2016,Paraiba,Outubro,304.0,2016-01-01,low
3546,2017,Paraiba,Outubro,123.0,2017-01-01,low
3547,1998,Paraiba,Novembro,46.0,1998-01-01,low
3548,1999,Paraiba,Novembro,38.0,1999-01-01,low
3549,2000,Paraiba,Novembro,65.0,2000-01-01,low
3550,2001,Paraiba,Novembro,294.0,2001-01-01,low
3551,2002,Paraiba,Novembro,238.0,2002-01-01,low
3552,2003,Paraiba,Novembro,538.0,2003-01-01,medium
3553,2004,Paraiba,Novembro,331.0,2004-01-01,low
3554,2005,Paraiba,Novembro,280.0,2005-01-01,low
3555,2006,Paraiba,Novembro,215.0,2006-01-01,low
3556,2007,Paraiba,Novembro,256.0,2007-01-01,low
3557,2008,Paraiba,Novembro,175.0,2008-01-01,low
3558,2009,Paraiba,Novembro,428.0,2009-01-01,medium
3559,2010,Paraiba,Novembro,451.0,2010-01-01,medium
3560,2011,Paraiba,Novembro,359.0,2011-01-01,low
3561,2012,Paraiba,Novembro,130.0,2012-01-01,low
3562,2013,Paraiba,Novembro,95.0,2013-01-01,low
3563,2014,Paraiba,Novembro,111.0,2014-01-01,low
3564,2015,Paraiba,Novembro,206.0,2015-01-01,low
3565,2016,Paraiba,Novembro,132.0,2016-01-01,low
3566,2017,Paraiba,Novembro,101.0,2017-01-01,low
3567,1998,Paraiba,Dezembro,51.0,1998-01-01,low
3568,1999,Paraiba,Dezembro,40.0,1999-01-01,low
3569,2000,Paraiba,Dezembro,34.0,2000-01-01,low
3570,2001,Paraiba,Dezembro,70.0,2001-01-01,low
3571,2002,Paraiba,Dezembro,163.0,2002-01-01,low
3572,2003,Paraiba,Dezembro,288.0,2003-01-01,low
3573,2004,Paraiba,Dezembro,351.0,2004-01-01,low
3574,2005,Paraiba,Dezembro,159.0,2005-01-01,low
3575,2006,Paraiba,Dezembro,196.0,2006-01-01,low
3576,2007,Paraiba,Dezembro,133.0,2007-01-01,low
3577,2008,Paraiba,Dezembro,187.0,2008-01-01,low
3578,2009,Paraiba,Dezembro,270.0,2009-01-01,low
3579,2010,Paraiba,Dezembro,65.0,2010-01-01,low
3580,2011,Paraiba,Dezembro,179.0,2011-01-01,low
3581,2012,Paraiba,Dezembro,62.0,2012-01-01,low
3582,2013,Paraiba,Dezembro,78.0,2013-01-01,low
3583,2014,Paraiba,Dezembro,62.0,2014-01-01,low
3584,2015,Paraiba,Dezembro,122.0,2015-01-01,low
3585,2016,Paraiba,Dezembro,8.0,2016-01-01,low
3586,1998,Paraiba,Janeiro,0.0,1998-01-01,low
3587,1999,Paraiba,Janeiro,7.0,1999-01-01,low
3588,2000,Paraiba,Janeiro,49.0,2000-01-01,low
3589,2001,Paraiba,Janeiro,32.0,2001-01-01,low
3590,2002,Paraiba,Janeiro,47.0,2002-01-01,low
3591,2003,Paraiba,Janeiro,109.0,2003-01-01,low
3592,2004,Paraiba,Janeiro,88.0,2004-01-01,low
3593,2005,Paraiba,Janeiro,55.0,2005-01-01,low
3594,2006,Paraiba,Janeiro,78.0,2006-01-01,low
3595,2007,Paraiba,Janeiro,11.0,2007-01-01,low
3596,2008,Paraiba,Janeiro,35.0,2008-01-01,low
3597,2009,Paraiba,Janeiro,35.0,2009-01-01,low
3598,2010,Paraiba,Janeiro,18.0,2010-01-01,low
3599,2011,Paraiba,Janeiro,35.0,2011-01-01,low
3600,2012,Paraiba,Janeiro,31.0,2012-01-01,low
3601,2013,Paraiba,Janeiro,28.0,2013-01-01,low
3602,2014,Paraiba,Janeiro,86.0,2014-01-01,low
3603,2015,Paraiba,Janeiro,120.0,2015-01-01,low
3604,2016,Paraiba,Janeiro,113.0,2016-01-01,low
3605,2017,Paraiba,Janeiro,55.0,2017-01-01,low
3606,1998,Paraiba,Fevereiro,0.0,1998-01-01,low
3607,1999,Paraiba,Fevereiro,22.0,1999-01-01,low
3608,2000,Paraiba,Fevereiro,67.0,2000-01-01,low
3609,2001,Paraiba,Fevereiro,8.0,2001-01-01,low
3610,2002,Paraiba,Fevereiro,24.0,2002-01-01,low
3611,2003,Paraiba,Fevereiro,46.0,2003-01-01,low
3612,2004,Paraiba,Fevereiro,42.0,2004-01-01,low
3613,2005,Paraiba,Fevereiro,77.0,2005-01-01,low
3614,2006,Paraiba,Fevereiro,60.0,2006-01-01,low
3615,2007,Paraiba,Fevereiro,32.0,2007-01-01,low
3616,2008,Paraiba,Fevereiro,38.0,2008-01-01,low
3617,2009,Paraiba,Fevereiro,21.0,2009-01-01,low
3618,2010,Paraiba,Fevereiro,46.0,2010-01-01,low
3619,2011,Paraiba,Fevereiro,8.0,2011-01-01,low
3620,2012,Paraiba,Fevereiro,40.0,2012-01-01,low
3621,2013,Paraiba,Fevereiro,9.0,2013-01-01,low
3622,2014,Paraiba,Fevereiro,52.0,2014-01-01,low
3623,2015,Paraiba,Fevereiro,58.0,2015-01-01,low
3624,2016,Paraiba,Fevereiro,31.0,2016-01-01,low
3625,2017,Paraiba,Fevereiro,60.0,2017-01-01,low
3626,1998,Paraiba,Março,0.0,1998-01-01,low
3627,1999,Paraiba,Março,40.0,1999-01-01,low
3628,2000,Paraiba,Março,52.0,2000-01-01,low
3629,2001,Paraiba,Março,12.0,2001-01-01,low
3630,2002,Paraiba,Março,18.0,2002-01-01,low
3631,2003,Paraiba,Março,76.0,2003-01-01,low
3632,2004,Paraiba,Março,83.0,2004-01-01,low
3633,2005,Paraiba,Março,84.0,2005-01-01,low
3634,2006,Paraiba,Março,56.0,2006-01-01,low
3635,2007,Paraiba,Março,54.0,2007-01-01,low
3636,2008,Paraiba,Março,43.0,2008-01-01,low
3637,2009,Paraiba,Março,57.0,2009-01-01,low
3638,2010,Paraiba,Março,22.0,2010-01-01,low
3639,2011,Paraiba,Março,21.0,2011-01-01,low
3640,2012,Paraiba,Março,55.0,2012-01-01,low
3641,2013,Paraiba,Março,18.0,2013-01-01,low
3642,2014,Paraiba,Março,42.0,2014-01-01,low
3643,2015,Paraiba,Março,55.0,2015-01-01,low
3644,2016,Paraiba,Março,63.0,2016-01-01,low
3645,2017,Paraiba,Março,43.0,2017-01-01,low
3646,1998,Paraiba,Abril,0.0,1998-01-01,low
3647,1999,Paraiba,Abril,39.0,1999-01-01,low
3648,2000,Paraiba,Abril,51.0,2000-01-01,low
3649,2001,Paraiba,Abril,43.0,2001-01-01,low
3650,2002,Paraiba,Abril,84.0,2002-01-01,low
3651,2003,Paraiba,Abril,130.0,2003-01-01,low
3652,2004,Paraiba,Abril,68.0,2004-01-01,low
3653,2005,Paraiba,Abril,22.0,2005-01-01,low
3654,2006,Paraiba,Abril,49.0,2006-01-01,low
3655,2007,Paraiba,Abril,14.0,2007-01-01,low
3656,2008,Paraiba,Abril,62.0,2008-01-01,low
3657,2009,Paraiba,Abril,80.0,2009-01-01,low
3658,2010,Paraiba,Abril,71.0,2010-01-01,low
3659,2011,Paraiba,Abril,38.0,2011-01-01,low
3660,2012,Paraiba,Abril,38.0,2012-01-01,low
3661,2013,Paraiba,Abril,72.0,2013-01-01,low
3662,2014,Paraiba,Abril,38.0,2014-01-01,low
3663,2015,Paraiba,Abril,83.0,2015-01-01,low
3664,2016,Paraiba,Abril,167.0,2016-01-01,low
3665,2017,Paraiba,Abril,77.0,2017-01-01,low
3666,1998,Paraiba,Maio,0.0,1998-01-01,low
3667,1999,Paraiba,Maio,57.0,1999-01-01,low
3668,2000,Paraiba,Maio,43.0,2000-01-01,low
3669,2001,Paraiba,Maio,26.0,2001-01-01,low
3670,2002,Paraiba,Maio,65.0,2002-01-01,low
3671,2003,Paraiba,Maio,115.0,2003-01-01,low
3672,2004,Paraiba,Maio,9.0,2004-01-01,low
3673,2005,Paraiba,Maio,125.0,2005-01-01,low
3674,2006,Paraiba,Maio,90.0,2006-01-01,low
3675,2007,Paraiba,Maio,14.0,2007-01-01,low
3676,2008,Paraiba,Maio,41.0,2008-01-01,low
3677,2009,Paraiba,Maio,117.0,2009-01-01,low
3678,2010,Paraiba,Maio,39.0,2010-01-01,low
3679,2011,Paraiba,Maio,97.0,2011-01-01,low
3680,2012,Paraiba,Maio,86.0,2012-01-01,low
3681,2013,Paraiba,Maio,85.0,2013-01-01,low
3682,2014,Paraiba,Maio,109.0,2014-01-01,low
3683,2015,Paraiba,Maio,77.0,2015-01-01,low
3684,2016,Paraiba,Maio,72.0,2016-01-01,low
3685,2017,Paraiba,Maio,49.0,2017-01-01,low
3686,1998,Paraiba,Junho,36.0,1998-01-01,low
3687,1999,Paraiba,Junho,31.0,1999-01-01,low
3688,2000,Paraiba,Junho,53.0,2000-01-01,low
3689,2001,Paraiba,Junho,43.0,2001-01-01,low
3690,2002,Paraiba,Junho,115.0,2002-01-01,low
3691,2003,Paraiba,Junho,159.0,2003-01-01,low
3692,2004,Paraiba,Junho,147.0,2004-01-01,low
3693,2005,Paraiba,Junho,114.0,2005-01-01,low
3694,2006,Paraiba,Junho,62.0,2006-01-01,low
3695,2007,Paraiba,Junho,57.0,2007-01-01,low
3696,2008,Paraiba,Junho,17.0,2008-01-01,low
3697,2009,Paraiba,Junho,105.0,2009-01-01,low
3698,2010,Paraiba,Junho,55.0,2010-01-01,low
3699,2011,Paraiba,Junho,162.0,2011-01-01,low
3700,2012,Paraiba,Junho,77.0,2012-01-01,low
3701,2013,Paraiba,Junho,52.0,2013-01-01,low
3702,2014,Paraiba,Junho,112.0,2014-01-01,low
3703,2015,Paraiba,Junho,201.0,2015-01-01,low
3704,2016,Paraiba,Junho,238.0,2016-01-01,low
3705,2017,Paraiba,Junho,169.0,2017-01-01,low
3706,1998,Paraiba,Julho,59.0,1998-01-01,low
3707,1999,Paraiba,Julho,94.0,1999-01-01,low
3708,2000,Paraiba,Julho,98.0,2000-01-01,low
3709,2001,Paraiba,Julho,122.0,2001-01-01,low
3710,2002,Paraiba,Julho,172.0,2002-01-01,low
3711,2003,Paraiba,Julho,101.0,2003-01-01,low
3712,2004,Paraiba,Julho,148.0,2004-01-01,low
3713,2005,Paraiba,Julho,155.0,2005-01-01,low
3714,2006,Paraiba,Julho,139.0,2006-01-01,low
3715,2007,Paraiba,Julho,60.0,2007-01-01,low
3716,2008,Paraiba,Julho,87.0,2008-01-01,low
3717,2009,Paraiba,Julho,34.0,2009-01-01,low
3718,2010,Paraiba,Julho,196.0,2010-01-01,low
3719,2011,Paraiba,Julho,262.0,2011-01-01,low
3720,2012,Paraiba,Julho,111.0,2012-01-01,low
3721,2013,Paraiba,Julho,168.0,2013-01-01,low
3722,2014,Paraiba,Julho,215.0,2014-01-01,low
3723,2015,Paraiba,Julho,137.0,2015-01-01,low
3724,2016,Paraiba,Julho,504.0,2016-01-01,medium
3725,2017,Paraiba,Julho,891.0,2017-01-01,high
3726,1998,Paraiba,Agosto,42.0,1998-01-01,low
3727,1999,Paraiba,Agosto,938.0,1999-01-01,high
3728,2000,Paraiba,Agosto,849.0,2000-01-01,high
3729,2001,Paraiba,Agosto,342.0,2001-01-01,low
3730,2002,Paraiba,Agosto,1.593,2002-01-01,low
3731,2003,Paraiba,Agosto,1.896,2003-01-01,low
3732,2004,Paraiba,Agosto,1.237,2004-01-01,low
3733,2005,Paraiba,Agosto,800.0,2005-01-01,medium
3734,2006,Paraiba,Agosto,844.0,2006-01-01,high
3735,2007,Paraiba,Agosto,580.0,2007-01-01,medium
3736,2008,Paraiba,Agosto,205.0,2008-01-01,low
3737,2009,Paraiba,Agosto,844.0,2009-01-01,high
3738,2010,Paraiba,Agosto,733.0,2010-01-01,medium
3739,2011,Paraiba,Agosto,435.0,2011-01-01,medium
3740,2012,Paraiba,Agosto,522.0,2012-01-01,medium
3741,2013,Paraiba,Agosto,481.0,2013-01-01,medium
3742,2014,Paraiba,Agosto,646.0,2014-01-01,medium
3743,2015,Paraiba,Agosto,651.0,2015-01-01,medium
3744,2016,Paraiba,Agosto,1.01,2016-01-01,low
3745,2017,Paraiba,Agosto,987.0,2017-01-01,high
3746,1998,Paraiba,Setembro,61.0,1998-01-01,low
3747,1999,Paraiba,Setembro,878.0,1999-01-01,high
3748,2000,Paraiba,Setembro,381.0,2000-01-01,low
3749,2001,Paraiba,Setembro,258.0,2001-01-01,low
3750,2002,Paraiba,Setembro,1.071,2002-01-01,low
3751,2003,Paraiba,Setembro,2.446,2003-01-01,low
3752,2004,Paraiba,Setembro,1.36,2004-01-01,low
3753,2005,Paraiba,Setembro,386.0,2005-01-01,low
3754,2006,Paraiba,Setembro,866.0,2006-01-01,high
3755,2007,Paraiba,Setembro,960.0,2007-01-01,high
3756,2008,Paraiba,Setembro,413.0,2008-01-01,medium
3757,2009,Paraiba,Setembro,149.0,2009-01-01,low
3758,2010,Paraiba,Setembro,270.0,2010-01-01,low
3759,2011,Paraiba,Setembro,913.0,2011-01-01,high
3760,2012,Paraiba,Setembro,459.0,2012-01-01,medium
3761,2013,Paraiba,Setembro,476.0,2013-01-01,medium
3762,2014,Paraiba,Setembro,443.0,2014-01-01,medium
3763,2015,Paraiba,Setembro,599.0,2015-01-01,medium
3764,2016,Paraiba,Setembro,1.371,2016-01-01,low
3765,2017,Paraiba,Setembro,1.706,2017-01-01,low
3766,1998,Paraiba,Outubro,61.0,1998-01-01,low
3767,1999,Paraiba,Outubro,452.0,1999-01-01,medium
3768,2000,Paraiba,Outubro,658.0,2000-01-01,medium
3769,2001,Paraiba,Outubro,209.0,2001-01-01,low
3770,2002,Paraiba,Outubro,399.0,2002-01-01,low
3771,2003,Paraiba,Outubro,1.228,2003-01-01,low
3772,2004,Paraiba,Outubro,666.0,2004-01-01,medium
3773,2005,Paraiba,Outubro,157.0,2005-01-01,low
3774,2006,Paraiba,Outubro,327.0,2006-01-01,low
3775,2007,Paraiba,Outubro,194.0,2007-01-01,low
3776,2008,Paraiba,Outubro,78.0,2008-01-01,low
3777,2009,Paraiba,Outubro,424.0,2009-01-01,medium
3778,2010,Paraiba,Outubro,230.0,2010-01-01,low
3779,2011,Paraiba,Outubro,256.0,2011-01-01,low
3780,2012,Paraiba,Outubro,145.0,2012-01-01,low
3781,2013,Paraiba,Outubro,233.0,2013-01-01,low
3782,2014,Paraiba,Outubro,411.0,2014-01-01,medium
3783,2015,Paraiba,Outubro,158.0,2015-01-01,low
3784,2016,Paraiba,Outubro,193.0,2016-01-01,low
3785,2017,Paraiba,Outubro,134.0,2017-01-01,low
3786,1998,Paraiba,Novembro,143.0,1998-01-01,low
3787,1999,Paraiba,Novembro,447.0,1999-01-01,medium
3788,2000,Paraiba,Novembro,85.0,2000-01-01,low
3789,2001,Paraiba,Novembro,89.0,2001-01-01,low
3790,2002,Paraiba,Novembro,425.0,2002-01-01,medium
3791,2003,Paraiba,Novembro,503.0,2003-01-01,medium
3792,2004,Paraiba,Novembro,388.0,2004-01-01,low
3793,2005,Paraiba,Novembro,597.0,2005-01-01,medium
3794,2006,Paraiba,Novembro,60.0,2006-01-01,low
3795,2007,Paraiba,Novembro,59.0,2007-01-01,low
3796,2008,Paraiba,Novembro,39.0,2008-01-01,low
3797,2009,Paraiba,Novembro,90.0,2009-01-01,low
3798,2010,Paraiba,Novembro,183.0,2010-01-01,low
3799,2011,Paraiba,Novembro,138.0,2011-01-01,low
3800,2012,Paraiba,Novembro,142.0,2012-01-01,low
3801,2013,Paraiba,Novembro,126.0,2013-01-01,low
3802,2014,Paraiba,Novembro,68.0,2014-01-01,low
3803,2015,Paraiba,Novembro,18.0,2015-01-01,low
3804,2016,Paraiba,Novembro,275.0,2016-01-01,low
3805,2017,Paraiba,Novembro,292.0,2017-01-01,low
3806,1998,Paraiba,Dezembro,82.0,1998-01-01,low
3807,1999,Paraiba,Dezembro,254.0,1999-01-01,low
3808,2000,Paraiba,Dezembro,159.0,2000-01-01,low
3809,2001,Paraiba,Dezembro,85.0,2001-01-01,low
3810,2002,Paraiba,Dezembro,165.0,2002-01-01,low
3811,2003,Paraiba,Dezembro,171.0,2003-01-01,low
3812,2004,Paraiba,Dezembro,151.0,2004-01-01,low
3813,2005,Paraiba,Dezembro,40.0,2005-01-01,low
3814,2006,Paraiba,Dezembro,6.0,2006-01-01,low
3815,2007,Paraiba,Dezembro,22.0,2007-01-01,low
3816,2008,Paraiba,Dezembro,62.0,2008-01-01,low
3817,2009,Paraiba,Dezembro,30.0,2009-01-01,low
3818,2010,Paraiba,Dezembro,37.0,2010-01-01,low
3819,2011,Paraiba,Dezembro,78.0,2011-01-01,low
3820,2012,Paraiba,Dezembro,54.0,2012-01-01,low
3821,2013,Paraiba,Dezembro,155.0,2013-01-01,low
3822,2014,Paraiba,Dezembro,78.0,2014-01-01,low
3823,2015,Paraiba,Dezembro,30.0,2015-01-01,low
3824,2016,Paraiba,Dezembro,45.0,2016-01-01,low
3825,1998,Pernambuco,Janeiro,0.0,1998-01-01,low
3826,1999,Pernambuco,Janeiro,102.0,1999-01-01,low
3827,2000,Pernambuco,Janeiro,3.0,2000-01-01,low
3828,2001,Pernambuco,Janeiro,7.0,2001-01-01,low
3829,2002,Pernambuco,Janeiro,10.0,2002-01-01,low
3830,2003,Pernambuco,Janeiro,188.0,2003-01-01,low
3831,2004,Pernambuco,Janeiro,29.0,2004-01-01,low
3832,2005,Pernambuco,Janeiro,221.0,2005-01-01,low
3833,2006,Pernambuco,Janeiro,148.0,2006-01-01,low
3834,2007,Pernambuco,Janeiro,156.0,2007-01-01,low
3835,2008,Pernambuco,Janeiro,170.0,2008-01-01,low
3836,2009,Pernambuco,Janeiro,256.0,2009-01-01,low
3837,2010,Pernambuco,Janeiro,47.0,2010-01-01,low
3838,2011,Pernambuco,Janeiro,49.0,2011-01-01,low
3839,2012,Pernambuco,Janeiro,146.0,2012-01-01,low
3840,2013,Pernambuco,Janeiro,55.0,2013-01-01,low
3841,2014,Pernambuco,Janeiro,99.0,2014-01-01,low
3842,2015,Pernambuco,Janeiro,109.0,2015-01-01,low
3843,2016,Pernambuco,Janeiro,24.0,2016-01-01,low
3844,2017,Pernambuco,Janeiro,52.0,2017-01-01,low
3845,1998,Pernambuco,Fevereiro,0.0,1998-01-01,low
3846,1999,Pernambuco,Fevereiro,13.0,1999-01-01,low
3847,2000,Pernambuco,Fevereiro,4.0,2000-01-01,low
3848,2001,Pernambuco,Fevereiro,2.0,2001-01-01,low
3849,2002,Pernambuco,Fevereiro,19.0,2002-01-01,low
3850,2003,Pernambuco,Fevereiro,35.0,2003-01-01,low
3851,2004,Pernambuco,Fevereiro,8.0,2004-01-01,low
3852,2005,Pernambuco,Fevereiro,33.0,2005-01-01,low
3853,2006,Pernambuco,Fevereiro,41.0,2006-01-01,low
3854,2007,Pernambuco,Fevereiro,21.0,2007-01-01,low
3855,2008,Pernambuco,Fevereiro,48.0,2008-01-01,low
3856,2009,Pernambuco,Fevereiro,28.0,2009-01-01,low
3857,2010,Pernambuco,Fevereiro,33.0,2010-01-01,low
3858,2011,Pernambuco,Fevereiro,25.0,2011-01-01,low
3859,2012,Pernambuco,Fevereiro,64.0,2012-01-01,low
3860,2013,Pernambuco,Fevereiro,29.0,2013-01-01,low
3861,2014,Pernambuco,Fevereiro,25.0,2014-01-01,low
3862,2015,Pernambuco,Fevereiro,55.0,2015-01-01,low
3863,2016,Pernambuco,Fevereiro,19.0,2016-01-01,low
3864,2017,Pernambuco,Fevereiro,23.0,2017-01-01,low
3865,1998,Pernambuco,Março,0.0,1998-01-01,low
3866,1999,Pernambuco,Março,27.0,1999-01-01,low
3867,2000,Pernambuco,Março,14.0,2000-01-01,low
3868,2001,Pernambuco,Março,0.0,2001-01-01,low
3869,2002,Pernambuco,Março,24.0,2002-01-01,low
3870,2003,Pernambuco,Março,9.0,2003-01-01,low
3871,2004,Pernambuco,Março,6.0,2004-01-01,low
3872,2005,Pernambuco,Março,45.0,2005-01-01,low
3873,2006,Pernambuco,Março,18.0,2006-01-01,low
3874,2007,Pernambuco,Março,4.0,2007-01-01,low
3875,2008,Pernambuco,Março,32.0,2008-01-01,low
3876,2009,Pernambuco,Março,15.0,2009-01-01,low
3877,2010,Pernambuco,Março,59.0,2010-01-01,low
3878,2011,Pernambuco,Março,39.0,2011-01-01,low
3879,2012,Pernambuco,Março,44.0,2012-01-01,low
3880,2013,Pernambuco,Março,40.0,2013-01-01,low
3881,2014,Pernambuco,Março,36.0,2014-01-01,low
3882,2015,Pernambuco,Março,33.0,2015-01-01,low
3883,2016,Pernambuco,Março,4.0,2016-01-01,low
3884,2017,Pernambuco,Março,7.0,2017-01-01,low
3885,1998,Pernambuco,Abril,0.0,1998-01-01,low
3886,1999,Pernambuco,Abril,2.0,1999-01-01,low
3887,2000,Pernambuco,Abril,1.0,2000-01-01,low
3888,2001,Pernambuco,Abril,2.0,2001-01-01,low
3889,2002,Pernambuco,Abril,5.0,2002-01-01,low
3890,2003,Pernambuco,Abril,7.0,2003-01-01,low
3891,2004,Pernambuco,Abril,5.0,2004-01-01,low
3892,2005,Pernambuco,Abril,1.0,2005-01-01,low
3893,2006,Pernambuco,Abril,2.0,2006-01-01,low
3894,2007,Pernambuco,Abril,1.0,2007-01-01,low
3895,2008,Pernambuco,Abril,5.0,2008-01-01,low
3896,2009,Pernambuco,Abril,3.0,2009-01-01,low
3897,2010,Pernambuco,Abril,2.0,2010-01-01,low
3898,2011,Pernambuco,Abril,22.0,2011-01-01,low
3899,2012,Pernambuco,Abril,46.0,2012-01-01,low
3900,2013,Pernambuco,Abril,11.0,2013-01-01,low
3901,2014,Pernambuco,Abril,10.0,2014-01-01,low
3902,2015,Pernambuco,Abril,30.0,2015-01-01,low
3903,2016,Pernambuco,Abril,8.0,2016-01-01,low
3904,2017,Pernambuco,Abril,9.0,2017-01-01,low
3905,1998,Pernambuco,Maio,0.0,1998-01-01,low
3906,1999,Pernambuco,Maio,6.0,1999-01-01,low
3907,2000,Pernambuco,Maio,7.0,2000-01-01,low
3908,2001,Pernambuco,Maio,5.0,2001-01-01,low
3909,2002,Pernambuco,Maio,13.0,2002-01-01,low
3910,2003,Pernambuco,Maio,1.0,2003-01-01,low
3911,2004,Pernambuco,Maio,2.0,2004-01-01,low
3912,2005,Pernambuco,Maio,1.0,2005-01-01,low
3913,2006,Pernambuco,Maio,1.0,2006-01-01,low
3914,2007,Pernambuco,Maio,0.0,2007-01-01,low
3915,2008,Pernambuco,Maio,0.0,2008-01-01,low
3916,2009,Pernambuco,Maio,0.0,2009-01-01,low
3917,2010,Pernambuco,Maio,8.0,2010-01-01,low
3918,2011,Pernambuco,Maio,1.0,2011-01-01,low
3919,2012,Pernambuco,Maio,36.0,2012-01-01,low
3920,2013,Pernambuco,Maio,9.0,2013-01-01,low
3921,2014,Pernambuco,Maio,4.0,2014-01-01,low
3922,2015,Pernambuco,Maio,17.0,2015-01-01,low
3923,2016,Pernambuco,Maio,6.0,2016-01-01,low
3924,2017,Pernambuco,Maio,13.0,2017-01-01,low
3925,1998,Pernambuco,Junho,1.0,1998-01-01,low
3926,1999,Pernambuco,Junho,7.0,1999-01-01,low
3927,2000,Pernambuco,Junho,4.0,2000-01-01,low
3928,2001,Pernambuco,Junho,2.0,2001-01-01,low
3929,2002,Pernambuco,Junho,1.0,2002-01-01,low
3930,2003,Pernambuco,Junho,2.0,2003-01-01,low
3931,2004,Pernambuco,Junho,4.0,2004-01-01,low
3932,2005,Pernambuco,Junho,3.0,2005-01-01,low
3933,2006,Pernambuco,Junho,0.0,2006-01-01,low
3934,2007,Pernambuco,Junho,1.0,2007-01-01,low
3935,2008,Pernambuco,Junho,0.0,2008-01-01,low
3936,2009,Pernambuco,Junho,1.0,2009-01-01,low
3937,2010,Pernambuco,Junho,1.0,2010-01-01,low
3938,2011,Pernambuco,Junho,4.0,2011-01-01,low
3939,2012,Pernambuco,Junho,12.0,2012-01-01,low
3940,2013,Pernambuco,Junho,12.0,2013-01-01,low
3941,2014,Pernambuco,Junho,3.0,2014-01-01,low
3942,2015,Pernambuco,Junho,3.0,2015-01-01,low
3943,2016,Pernambuco,Junho,4.0,2016-01-01,low
3944,2017,Pernambuco,Junho,5.0,2017-01-01,low
3945,1998,Pernambuco,Julho,5.0,1998-01-01,low
3946,1999,Pernambuco,Julho,2.0,1999-01-01,low
3947,2000,Pernambuco,Julho,0.0,2000-01-01,low
3948,2001,Pernambuco,Julho,6.0,2001-01-01,low
3949,2002,Pernambuco,Julho,8.0,2002-01-01,low
3950,2003,Pernambuco,Julho,5.0,2003-01-01,low
3951,2004,Pernambuco,Julho,13.0,2004-01-01,low
3952,2005,Pernambuco,Julho,1.0,2005-01-01,low
3953,2006,Pernambuco,Julho,1.0,2006-01-01,low
3954,2007,Pernambuco,Julho,3.0,2007-01-01,low
3955,2008,Pernambuco,Julho,0.0,2008-01-01,low
3956,2009,Pernambuco,Julho,1.0,2009-01-01,low
3957,2010,Pernambuco,Julho,7.0,2010-01-01,low
3958,2011,Pernambuco,Julho,2.0,2011-01-01,low
3959,2012,Pernambuco,Julho,11.0,2012-01-01,low
3960,2013,Pernambuco,Julho,4.0,2013-01-01,low
3961,2014,Pernambuco,Julho,11.0,2014-01-01,low
3962,2015,Pernambuco,Julho,13.0,2015-01-01,low
3963,2016,Pernambuco,Julho,17.0,2016-01-01,low
3964,2017,Pernambuco,Julho,2.0,2017-01-01,low
3965,1998,Pernambuco,Agosto,12.0,1998-01-01,low
3966,1999,Pernambuco,Agosto,3.0,1999-01-01,low
3967,2000,Pernambuco,Agosto,31.0,2000-01-01,low
3968,2001,Pernambuco,Agosto,27.0,2001-01-01,low
3969,2002,Pernambuco,Agosto,37.0,2002-01-01,low
3970,2003,Pernambuco,Agosto,26.0,2003-01-01,low
3971,2004,Pernambuco,Agosto,41.0,2004-01-01,low
3972,2005,Pernambuco,Agosto,10.0,2005-01-01,low
3973,2006,Pernambuco,Agosto,8.0,2006-01-01,low
3974,2007,Pernambuco,Agosto,20.0,2007-01-01,low
3975,2008,Pernambuco,Agosto,2.0,2008-01-01,low
3976,2009,Pernambuco,Agosto,10.0,2009-01-01,low
3977,2010,Pernambuco,Agosto,29.0,2010-01-01,low
3978,2011,Pernambuco,Agosto,27.0,2011-01-01,low
3979,2012,Pernambuco,Agosto,27.0,2012-01-01,low
3980,2013,Pernambuco,Agosto,14.0,2013-01-01,low
3981,2014,Pernambuco,Agosto,23.0,2014-01-01,low
3982,2015,Pernambuco,Agosto,21.0,2015-01-01,low
3983,2016,Pernambuco,Agosto,42.0,2016-01-01,low
3984,2017,Pernambuco,Agosto,20.0,2017-01-01,low
3985,1998,Pernambuco,Setembro,177.0,1998-01-01,low
3986,1999,Pernambuco,Setembro,64.0,1999-01-01,low
3987,2000,Pernambuco,Setembro,130.0,2000-01-01,low
3988,2001,Pernambuco,Setembro,298.0,2001-01-01,low
